broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Norwalk, CA","Great opportunity to own prime commercial properties consisting of 3 buildings totaling +/- 5,373 SF on approximately 19,072 SF Lot. Properties are on a high traffic main street, has great visibility...",Established Mexican Restaurant for Sale,"https://images.bizbuysell.com/shared/listings/217/2177601/43c944b4-080e-433e-97c5-b074d010de7d-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2177601/fed6a6e3-67e7-4fa5-ba5b-06050b797720-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2177601/79a3ae6b-4837-4524-9b6e-27d4eeaa6cba-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2177601/33748709-5760-4add-a4a2-b6aada422c23-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2177601/bd979e50-69a8-4ce9-8bc5-cca08d8cc6f6-W336.jpg",2500000.0
,,,,,,,,
,,,,California,"Cleaning services are something every home needs and consumer spending in this industry continues to grow every year. As lives become more hectic, the need for home services only becomes more in...",Established Residential Cleaning Business in San Francisco Bay Area,https://images.bizbuysell.com/shared/listings/214/2140213/63f08d3c-b87f-4dd2-8bfa-6b84e25c5d0b-W336.jpg,475000.0
,,,,California,Environmental Consulting Business This is a unique opportunity to learn directly from a Bay Area-based expert in the profitable environmental consulting field. Entrepreneurial buyers with a technical...,Environmental Consulting Business,https://images.bizbuysell.com/shared/listings/185/1850139/c5d09113-a3d1-4451-bacf-424719407672-W336.jpg,1100000.0
,,,,"Brawley, CA","• Super Express Car Wash, 1.51 acres, built in 2009, Equipment and Building remodeled in 2022 • Selling price $5,990,000 includes Business and Real Estate • 24 Vacuums with room to add another 20...",EXPRESS CAR WASH + 1.51 Acre Property - Brawley CA,https://images.bizbuysell.com/shared/listings/217/2177242/3e6696a2-c40e-4d88-b004-b962bc43349b-W336.jpg,5990000.0
,,,,"Banning, CA","For sale by owner. No brokers please. Owner is retiring, Online sales of tools and general merchandise. This is a asset sale of inventory only with website and software. Sales as high as 3.5 M year in...",Online Retail Tool Supply and General Merchandise FSBO 45 Years Est.,https://images.bizbuysell.com/shared/listings/216/2160876/56a41bc5-9c6a-4e4a-91e4-8c15dbd7e081-W336.jpg,1500000.0
,,,,"San Marcos, CA","Are you ready to have fun at the beach, have a flexible schedule, and work 6 months out of the year? We have the best business for you if you love the beach, love the freedom of your time, and love...",Fun Profitable Beach Equipment Rental Company (Motivated Seller),https://images.bizbuysell.com/shared/listings/220/2202860/76ef9288-d5ac-4b3b-a6cf-9233a3135325-W336.jpg,60000.0
,,,,Available Nationwide,With over 40 years of experience we have worked to perfect our business model! We now have some of the most robust numbers in the hair care industry!,Lemon Tree Hair Salons,https://images.bizbuysell.com/fnw/images/220/220/2cd1b202-6021-4cbd-8aae-4363c978ec4a.jpg,120000.0
,,,,"Milpitas, CA",Transworld Business Advisors of Fremont DRE# 02194963 presents: Great deal on an extremely successful full-service salon with a database of over 10K customers and excellent reviews on Google and Yelp....,Highly Profitable Full-Service Salon in Milpitas,https://images.bizbuysell.com/shared/listings/216/2166265/94df27c5-91b7-4237-9bee-c6847573465c-W336.jpg,225000.0
,,,,Available Nationwide,Leading Residential Property Management Franchise Seeking Like Minded Candidates. We provide an opportunity in Property Mgmt for those seeking a residual income and the lifestyle that accompanies it.,All County Property Management,https://images.bizbuysell.com/fnw/images/23/23/ff95d6cf-7d9b-4735-b7b7-f228784ecc41.png,75000.0
,,,,"Santa Cruz, CA","It has never been a better time to take advantage of a worldwide brand built on decades of consumer trust and loyalty. The day you open your doors, the community already knows your reputation for...","AAMCO Transmissions Franchise for Sale, Santa Clara County","https://images.bizbuysell.com/shared/listings/220/2202265/2b401eaa-5b7a-49b3-92c3-a73b5c651d4d-W336.jpg,https://images.bizbuysell.com/shared/listings/220/2202265/8b0f4e3b-6111-4517-83cf-8d80d8e5250b-W336.png,https://images.bizbuysell.com/shared/listings/220/2202265/11b3d703-33d8-4805-a3db-8466ebb241af-W336.png,https://images.bizbuysell.com/shared/listings/220/2202265/0f167872-34ff-4693-85a6-5f6c1c6cde0c-W336.png,https://images.bizbuysell.com/shared/listings/220/2202265/e286a20c-9764-4c54-b03c-9178c29b149e-W336.png,https://images.bizbuysell.com/shared/listings/220/2202265/d024c6b4-5ff9-43b2-8751-41de9b646987-W336.png",450000.0
,,,,"Novato, CA","Established spa, beautiful modern space, loyal clientele and following. Owner is ready to pursue her other businesses full time. Seller financing possible with 50% down, open to 50% partnership/buy in...","Beautiful Spa Novato, CA | Facials & Sugaring Clientele of 13yrs!","https://images.bizbuysell.com/shared/listings/217/2177107/62a39c2d-c739-48fb-a83d-d3cee43a45f1-W336.png,https://images.bizbuysell.com/shared/listings/217/2177107/c1c9151c-dcf3-4f7f-b3b1-6ff759e5b69b-W336.png,https://images.bizbuysell.com/shared/listings/217/2177107/86e31f56-e3fc-4f4f-b174-b8e9f9f93198-W336.png",495000.0
Century 21,Ernie Martinez,(408) 420-5268,https://images.bizbuysell.com/shared/brokerdirectory/images/45967/lg_prs_GroupPicture.png,"San Jose, CA","Want to own a business with high profit and a luxurious environment? For $75,000 only, you have the opportunity to be a business owner of a beautiful store with a large number of returning customers....",Want to own a business with high profit and a luxurious environment?,"https://images.bizbuysell.com/shared/listings/216/2162674/63169df7-241d-4024-a3e6-69b08fc3558d-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/31d0a6b1-5936-446c-ab9e-70db26f4a081-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/88ce1638-c360-4347-a712-fae2d86ebbb7-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/4e6def6c-dc25-49d9-a0a3-846713017f2b-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/c77e3bfe-372c-46a2-a53a-72550f4b7d4c-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/c92cb8f4-14bc-4cdf-a74e-e38d86407e8b-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/cc6efc22-b96f-428c-98ec-ee9cb35eab0e-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/6e43aa46-921a-41ea-a9dd-ff8b16936c39-W336.png,https://images.bizbuysell.com/shared/listings/216/2162674/068cab9b-21bf-4656-988d-22a90c1ec64a-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/405c4a10-1192-4974-96e0-2731ae419c90-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/766dfa5b-3651-42f6-ba9f-c60dbe3e572b-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/b313af75-42ed-45ab-98ad-0469be283c07-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/80fda57f-2d35-4520-89bb-aa52fb707eeb-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/76beedf5-70f8-4b5b-8ff6-459ce52676e1-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/f29d4ed7-846f-482b-a4f5-f936bde7b0e7-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/ea8a5e6a-9912-40ac-aabd-dc94902b3a95-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/5fe43567-106e-4f67-96e9-204d5c82a0cd-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/9e5e8d18-6d0e-41ab-99fb-371a2117f9d8-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/8037abe1-09b5-47b6-ad1b-926f5f452015-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/54781f0c-6042-495b-b7f3-b97731e3e3cd-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/8dd93679-861d-4d3f-8008-aab2c7c8137c-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/6e380521-20d6-46c7-be07-82df96194b09-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/083d5459-4710-47e3-a9c1-b6f252d758f7-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/669591df-05ac-4ab8-84fd-8f26371d61e8-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/119d85db-525d-4005-8092-d2ab441efe1c-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/0564d5d9-e20f-43f1-a7bf-53107525809e-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/aba01656-6346-4332-a4af-dd9c3c5de891-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/a93a0996-d228-4982-916f-779744771efb-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/78e39b93-dbad-428e-baff-804a3045e816-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/4391d864-687e-4d43-8575-706352206748-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/7681191f-af77-474e-adfc-51decae434ff-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/31c8cfc0-8bd0-410c-b1a3-344f499b0b20-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/2c4652b1-4300-4091-92c6-e44b62550dad-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/a69627f7-1457-408c-9c58-a648ccd12d66-W336.jpg,https://images.bizbuysell.com/shared/listings/216/2162674/b3ee6fab-4ebb-4e6a-9c88-62d3de043003-W336.jpg",75000.0
,,,,"El Dorado Hills, CA",Turn Key all equipment and furnishings will help with transition...,Travel Agency,"https://images.bizbuysell.com/shared/listings/217/2176739/21bd876c-8872-4848-af19-d16e34014849-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176739/d183d6ae-cfd0-4542-bff5-807d75e57fa5-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176739/798865c2-3269-4d05-a103-969675acf341-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176739/a70d2e33-5a9e-4771-98ed-211cec4fecee-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176739/62fbdbeb-5559-45f2-81aa-0625ef7fcef6-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176739/88994128-bfd4-4ddc-9da1-d9f73acd14ee-W336.jpg",190000.0
,,,,"Los Angeles, CA","Great business opportunity for someone the wants to profit over 30,000 a month, this amazing location combines with Mexican and Salvadorian Food! Very convenient for the metro walking people. Great...","Fabulous bakery combine with  restaurant netting over 25,000 per month","https://images.bizbuysell.com/shared/listings/217/2176388/da631f1b-3e28-470c-92fc-c80743080b9d-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176388/27943730-f1cf-4b5e-a14c-73ae115942e9-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176388/98f4ce3b-69ca-42fc-8b21-6c23bba4f5be-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176388/b12be8d6-9de7-4ce9-8d1d-0f937a8e4265-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176388/863de648-60f8-4bea-97ff-43a9fec9084f-W336.jpg,https://images.bizbuysell.com/shared/listings/217/2176388/da18c80b-93f5-4165-9ce6-dbe1657d280d-W336.jpg",399000.0
,,,,Available in California,"With an AUV of $933,000 and over 25% of our restaurants over $1.3M, franchise partners are experiencing record opening in new markets almost weekly. 90% of Capriotti's franchise partners are multi-unit developers.
",Capriotti's Sandwich Shop,https://images.bizbuysell.com/fnw/images/2231/2343/76907c7d-6df3-4339-9f2f-d0284749caf2.png,200000.0
,,,,"Contra Costa County, CA","Introducing a long-established premier patches, hats, and clothing business that proudly represents a long-time customer base of souvenir designs on hats, beanies, and shirts. With a proven track...",Embroidery Hats & Patches Business,https://images.bizbuysell.com/shared/listings/216/2168199/8fb13b32-4d6c-4c95-9fa6-35e77bbc4a1c-W336.jpg,349000.0
,,,,"San Diego, CA","- High Cash Flow: Consistently strong earnings with a proven track record of profitability. - Robust Walk-In Foot Traffic: Located in a prime area, ensuring a steady flow of customers. - Strong Online...",Popular San Diego Tattoo Studio with High Foot Traffic,https://images.bizbuysell.com/shared/listings/217/2175693/07158af7-eb2e-4167-b729-943fe78c1502-W336.jpg,1100000.0
,,,,"San Clemente, CA","Our client offers a disruptive line of transparent antiviral masks and respirators that improve protection without compromising comfort, compliance, and human connectivity. Fourteen worldwide patents...",Transparent Antiviral Masks/Respirators 14 Patents,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/manumedicaldevices.jpg,9850000.0
,,,,"Los Angeles, CA",For Sale: Established Café in High-Rise Office Building ?Prime Location: High-traffic high-rise office building ??Organic Focus: Specializing in organic coffees for a sustainable experience ?Diverse...,Modern Cafe & Deli - High rise,https://images.bizbuysell.com/shared/listings/217/2175459/4c7f5f20-11d2-455d-8ca1-6cfac86f2efa-W336.jpg,295000.0
,,,,"San Diego, CA","-This gas station is located on a very busy corner location - New tanks were recently just added, 4 total tanks including diesel -This station is permitted for a car wash, its a huge lot! - Rent is...",Franchise Business Only Gas Station,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/autogas.jpg,3000000.0
,,,,"Los Angeles County, CA","Every professional team member at the JCH Senior Housing Investment Brokerage
is an expert in the long-term care and senior housing industry. Over the last 20
years our team of experts has successfully consummated the transactions of
approximately 400 facilities.

Our extensive network of lenders, legal counsel, equity investors, tax advisers,
licensing consultants, and insurance providers allows JCH to help facilitate even
the most complicated transactions

Sellers have turned to JCH since 1998 because we have cultivated long-term
relationships within the senior housing industry, with both buyers and sellers.
While some brokerages use the “shotgun” approach to selling facilities, we take
pride in customizing each marketing campaign to fit your needs and goals. Our
vast national network of sellers and qualified buyers allows JCH to tailor-fit each
transaction according to its own unique requirements.

Buyers have consistently turned to JCH because we provide them with access
to our exclusive nationwide inventory. JCH team members take the time to build
relationships with each buyer, providing specific market data on each acquisition
opportunity to ensure a positive outcome and repeat business.

The senior housing and long-term care industry is constantly evolving. JCH is
dedicated to staying well-versed on current trends, including facility values, rental
rates, vacancy rates, demographics, and financing opportunities. As a credit to our dedication to industry knowledge, JCH is often asked to be expert witnesses for court cases, to speak at senior housing conferences, and our articles have been published in numerous senior housing and real estate publications.",,,
